Suburb,Type,Price,BuildingArea,YearBuilt
Surrey Hills,h,1050000,,
Taylors Lakes,h,716000,,
Templestowe,h,1450000,300,2005
Templestowe,h,1860000,315,1995
Templestowe Lower,h,1181000,,
Templestowe Lower,h,1352000,,
Thomastown,h,632500,,
Thomastown,u,460000,,1980
Thomastown,h,651000,135,1970
Thomastown,h,831000,,1950
Thornbury,h,1250000,133,1960
Thornbury,h,1460000,,
Thornbury,h,1000000,,
Thornbury,h,1420000,,
Toorak,u,640000,,1970
Travancore,t,856000,,1996
Vermont,h,1235000,161,1960
Vermont South,h,1425000,,
Vermont South,h,1650000,,
Vermont South,h,1400000,,
Vermont South,h,1290000,300,2003
Viewbank,h,825000,,
Wantirna,h,1000000,,1980
Wantirna South,h,1160000,,
Wantirna South,h,1180000,305,2001
Watsonia North,h,800000,,
West Footscray,h,749000,,
West Melbourne,h,1370000,,
Wheelers Hill,h,1272000,,
Windsor,h,957500,58,1892
Windsor,h,2080000,177.8,1905
Yallambie,h,852000,139.4,1990
Abbotsford,u,505000,38,1970
Abbotsford,h,1402500,101,1960
Aberfeldie,h,2905000,364,2010
Airport West,h,650000,96,1950
Airport West,t,856000,212,2011
Albert Park,h,1505000,109,1890
Albert Park,h,1900000,,
Albion,u,600000,127,2013
Altona,h,1030000,,
Altona,h,1005000,112,1960
Armadale,u,410000,63,1967
Armadale,u,590000,,
Armadale,h,1850000,,1952
Ascot Vale,h,1530000,162,1915
Ascot Vale,h,865000,,1910
Ascot Vale,h,1370000,,
Ascot Vale,h,1082000,120,2000
Ashburton,h,1972500,,
Ashburton,h,1775000,,
Aspendale,h,1150000,,
Avondale Heights,h,835000,,1960
Balwyn,u,460000,,
Balwyn,u,725000,76,1975
Balwyn,u,602000,72,1960
Balwyn,u,830000,101.76,2007
Balwyn North,h,1300000,147,1985
Balwyn North,t,1330000,,2001
Balwyn North,h,2050000,,2006
Balwyn North,h,1940000,140,1940
Balwyn North,h,1590000,128,1955
Balwyn North,u,725000,,1970
Balwyn North,h,2367000,,
Bayswater,h,705000,141,1975
Beaumaris,h,2200000,318,2014
Bellfield,h,736500,,
Bellfield,h,780000,,
Bentleigh,u,420000,68,1970
Bentleigh,h,1479000,148,1920
Bentleigh,h,1199000,,
Bentleigh,h,1350000,,1950
Bentleigh East,h,890000,,
Bentleigh East,h,1655000,363,2003
Bentleigh East,h,1430000,197,1950
Bentleigh East,t,955000,,
Berwick,h,667000,180,1977
Berwick,h,740000,,2004
Black Rock,u,1080000,144,1980
Black Rock,u,623500,,
Blackburn South,h,1258000,,
Briar Hill,h,590000,,
Brighton,t,1600000,,
Brighton,h,1211000,,
Brighton,h,3225000,,
Brighton,h,2385000,,
Brighton,u,1370000,,
Brighton East,h,1750800,201,2012
Brighton East,h,2300000,,
Brighton East,h,1605000,163,1948
Brighton East,h,1035000,65,1985
Broadmeadows,h,505000,109,2000
Brooklyn,t,663000,129,2010
Brunswick,h,860000,106,1890
Brunswick,h,1505000,,
Brunswick,h,1700000,,
Brunswick,h,1280000,,
Brunswick,u,755000,,
Brunswick,h,2545000,320,1995
Brunswick,h,1405000,167,1920
Brunswick,u,460000,52,1970
Brunswick East,h,1210000,140,1920
Brunswick East,h,1265000,,
Brunswick West,h,1300000,,
Brunswick West,u,460000,60,1970
Brunswick West,u,263100,,1975
Brunswick West,h,1075000,202,1940
Bulleen,t,950000,,2011
Bulleen,h,1310000,,1999
Bundoora,h,714000,,
Bundoora,h,880000,261,2004
Bundoora,h,1405000,634,
Burnley,h,1837500,164,2014
Burnside Heights,h,593000,195,2007
Burwood,h,1732000,,
Burwood,h,1253500,,
Burwood,h,1642000,146,1950
Burwood,t,700000,,
Burwood East,t,780000,138,1999
Cairnlea,h,720000,,
Camberwell,h,1622000,,
Camberwell,h,1290000,195.0964,1997
Canterbury,h,1930000,119,1910
Canterbury,h,2408000,221,1945
Canterbury,h,4750000,470,1996
Canterbury,u,645000,,
Carlton,u,1100000,,2008
Carlton North,h,1628000,,
Carnegie,u,1042000,122,2008
Carnegie,h,1450000,167,1940
Carrum Downs,h,525000,172,2010
Caulfield,u,570000,65,
Caulfield East,u,300000,,1960
Caulfield North,h,1417500,103,1900
Caulfield South,h,1550000,,
Chadstone,h,510000,66,1970
Cheltenham,h,1010000,,
Cheltenham,u,601000,94,1972
Cheltenham,h,1145000,112,1950
Cheltenham,h,755000,,
Chirnside Park,h,911982,222,1996
Clayton,h,1040000,130,1970
Clayton South,u,700000,,2006
Clifton Hill,h,1460000,85,1900
Clifton Hill,u,556000,,1968
Coburg,h,1615000,,
Coburg,h,1090000,,
Coburg North,h,865000,110,1960
Coburg North,t,525000,102,
Collingwood,h,1135000,80,1880
Collingwood,h,900000,78,1890
Craigieburn,t,340000,,
Craigieburn,h,499000,158,1990
Craigieburn,h,506000,202,1997
Craigieburn,h,430000,127,2010
Craigieburn,t,420000,175,2010
Cremorne,u,570000,75,2007
Cremorne,h,1253000,,1900
Croydon,h,720000,,
Croydon,h,637000,156,1960
Croydon Hills,h,905000,178,1985
Croydon North,h,835000,153,1950
Croydon South,h,800000,,
Dandenong,h,560000,,
Dandenong,h,665000,,
Deer Park,h,447000,,
Deer Park,h,570000,,
Derrimut,h,610000,210,2010
Diggers Rest,h,435000,,
Dingley Village,h,1255000,277,2004
Dingley Village,u,595000,,1980
Doncaster,h,1616000,,
Doncaster,h,1060000,,
Doncaster,h,1250000,,
Doncaster East,u,871000,142,2010
Doncaster East,h,1451000,130.52,1960
Doncaster East,h,1385000,149,1966
Doncaster East,h,1360000,200,2007
Donvale,h,2620000,,
Edithvale,h,1850000,547,2011
Edithvale,u,612500,88,1975
Elsternwick,h,1060000,,
Elsternwick,t,1970000,,
Eltham,h,855000,214,1980
Eltham,h,855000,104,1985
Eltham North,h,895000,233,1995
Eltham North,h,925000,,
Elwood,u,902000,86,1940
Elwood,h,1410000,117,1930
Elwood,u,660000,,
Elwood,t,1360000,175,1997
Epping,h,500000,117,1975
Epping,h,573000,125,1990
Epping,u,380500,,2013
Epping,h,528000,125,
Epping,h,465000,111.04,2005
Epping,h,545000,157,1985
Epping,h,452500,,
Essendon,h,1980000,105,1950
Essendon,t,830000,134,2011
Essendon,h,886000,107,2007
Essendon,u,280000,,1970
Essendon,h,850000,,
Essendon North,u,445000,63.4,1970
Essendon West,h,1050000,187,1940
Fawkner,h,710000,,
Fawkner,h,800000,140,1960
Fawkner,h,805000,,
Fawkner,h,786000,94,1960
Fawkner,t,577000,,2003
Ferntree Gully,t,670000,,
Ferntree Gully,u,617000,120,2011
Fitzroy North,h,1321000,,
Fitzroy North,h,960000,,
Fitzroy North,u,495000,,
Flemington,h,990000,82,1900
Footscray,h,1100000,,
Footscray,t,455000,86,2010
Forest Hill,h,680000,73,2001
Forest Hill,h,1205000,,
Frankston,h,491000,,
Frankston,h,566000,,
Frankston,h,740000,,
Frankston South,h,1400000,,1890
Gardenvale,h,1880000,,
Gladstone Park,h,755000,130,1975
Gladstone Park,h,635000,,1980
Glen Iris,u,762000,93,1875
Glen Iris,u,501000,,
Glen Iris,h,2920000,,
Glen Iris,t,1501000,160,1995
Glen Iris,h,1500000,,
Glen Iris,h,1440000,,
Glen Iris,u,1330000,,
Glen Waverley,h,1130000,,
Glen Waverley,h,1331000,,
Glen Waverley,h,1100000,101,1961
Glen Waverley,u,1135000,152,1980
Glenroy,h,651000,,
Glenroy,h,865000,152,1960
Glenroy,u,362500,75,1980
Glenroy,h,922000,153,1960
Glenroy,h,650000,,
Glenroy,h,963500,174,1960
Glenroy,h,815000,,
Greensborough,h,740000,142,1962
Greenvale,h,750000,,1980
Greenvale,h,730000,270,2004
Greenvale,h,770000,154,1985
Greenvale,h,550000,,2013
Hadfield,h,870000,,
Hampton,h,2905000,,
Hampton,h,1695000,,
Hampton,h,2550000,200,1925
Hampton Park,h,561000,,
Hawthorn,u,525000,,
Hawthorn,h,2800000,192,1910
Hawthorn,h,1870000,,
Hawthorn,h,2402500,,1900
Hawthorn,h,1955000,,1890
Hawthorn,h,1702000,110,1900
Hawthorn,u,500000,,
Hawthorn,h,3399000,274,2002
Hawthorn,h,3900000,,
Hawthorn,u,697000,,
Hawthorn East,u,802500,87,1970
Hawthorn East,u,441000,50,1960
Hawthorn East,h,2680000,,
Hawthorn East,u,500000,72,1970
Heidelberg,t,738000,107,1985
Heidelberg Heights,t,715000,,
Heidelberg Heights,h,800000,92.5,1945
Heidelberg Heights,t,680000,106,2013
Heidelberg Heights,h,1010000,,
Heidelberg Heights,u,630000,,
Heidelberg West,h,605000,115.96,1960
Heidelberg West,h,580000,109,1950
Heidelberg West,u,444000,,
Heidelberg West,h,532000,,
Highett,h,1600000,137,1960
Hillside,h,677000,196,1999
Hillside,h,737500,230,2004
Hoppers Crossing,h,520000,169,1999
Hoppers Crossing,h,553100,,1974
Hoppers Crossing,h,418000,,
Hoppers Crossing,h,505000,142,1995
Hoppers Crossing,h,492000,,
Hoppers Crossing,h,680000,158,1990
Hoppers Crossing,h,472000,,
Hoppers Crossing,h,442500,121.84,1980
Hughesdale,u,1203500,127,2000
Hughesdale,h,1250000,,
Ivanhoe,h,1475000,114,1950
Ivanhoe East,h,1640000,158,1930
Jacana,h,590500,90,1960
Keilor,h,895000,157,1965
Keilor Downs,h,790000,,1980
Keilor East,h,825000,,1965
Keilor East,h,806000,,
Keilor East,h,698000,,
Keilor Park,h,752500,144,
Kensington,u,400000,56,2008
Kensington,t,715000,,2006
Kew,h,1300000,,1920
Kew,u,660000,,
Kew,h,2425000,,
Kew,t,825000,107,1995
Kew,u,682000,80,
Kew,h,3200500,,
Kew,h,1110000,,
Kew East,h,2258000,173,1910
Kew East,h,1650000,,
Keysborough,h,1250000,305,2005
Kings Park,h,520000,171,1972
Knoxfield,h,1218000,281,1994
Knoxfield,h,1010000,,
Lalor,u,383000,,
Lalor,h,600000,121,1980
Lalor,h,487000,160,1970
Lalor,h,572000,140,1975
Lower Plenty,u,650000,120,1995
Maidstone,h,793000,,
Malvern,h,2775000,,
Malvern,h,1700000,141,1920
Malvern East,t,1060000,110,1980
Malvern East,h,2400000,,
Maribyrnong,u,530000,88,1980
Maribyrnong,u,450000,93,1940
Maribyrnong,h,1510500,,
Maribyrnong,u,353000,79,2000
McKinnon,h,1250000,,1920
McKinnon,h,2300000,,
Melbourne,u,720000,86,1976
Melton,h,295000,122.86,1975
Melton South,h,347500,149,1990
Melton West,h,410000,119,1985
Mentone,t,1010000,,
Mentone,h,1485000,174,1975
Middle Park,h,3750000,,
Middle Park,h,1750000,155,1885
Mill Park,t,480750,92,
Mill Park,h,725000,,1970
Mitcham,u,695000,90,2011
Mitcham,h,655000,82,1975
Mitcham,u,775000,110,1975
Mitcham,u,820000,110,1960
Mitcham,h,990000,,
Mitcham,h,883000,,1960
Mont Albert,h,1462000,,1910
Montmorency,h,1130000,,
Montmorency,t,960000,,2003
Montmorency,h,1050000,,
Montmorency,h,900000,138,1980
Montmorency,h,806000,108,1955
Montmorency,h,1160000,,
Montmorency,h,700000,,
Montmorency,h,980000,300,1993
Mount Waverley,t,1250800,,
Mount Waverley,h,1327000,,
Mount Waverley,u,670000,,
Mount Waverley,h,1615000,,
Mount Waverley,h,1400000,,
Mount Waverley,u,620000,,
Mulgrave,h,800000,,
Murrumbeena,h,1540000,199,1920
Murrumbeena,t,470000,76,2000
Murrumbeena,u,1160000,,
Niddrie,t,715000,,
Niddrie,h,1010000,,
Niddrie,h,980000,,
Noble Park,h,730000,130,1963
Noble Park,h,676000,114.2,1960
Noble Park,h,805000,140,1980
Noble Park,h,802000,,
North Melbourne,h,1126000,65,1910
North Melbourne,h,1746000,,
North Melbourne,u,799000,73,1900
North Melbourne,h,1285000,147,1990
Northcote,h,1512000,125,1905
Northcote,h,2042000,,
Northcote,h,1260000,,1900
Northcote,h,1650000,,
Nunawading,t,1235000,28,
Nunawading,h,1570000,,
Nunawading,u,777000,113,2014
Oak Park,h,972000,,
Oakleigh,h,1225000,,1940
Oakleigh East,h,1292000,,
Oakleigh East,t,912000,146,1997
Ormond,h,1565000,154,1920
Ormond,u,640000,,
Parkdale,h,1270000,120,1940
Parkdale,h,1485000,,1940
Parkdale,h,1137500,180,1980
Parkdale,h,1415000,145,1950
Parkville,u,1560000,,
Pascoe Vale,t,530000,84,
Pascoe Vale,h,876000,146,1960
Pascoe Vale,h,802000,,
Pascoe Vale,u,736000,116,1950
Pascoe Vale,t,755000,,1993
Pascoe Vale,h,478000,73,1960
Pascoe Vale,h,650000,,
Port Melbourne,h,1335000,105,1880
Port Melbourne,u,545000,,2000
Prahran,u,740000,100,1940
Prahran,u,698000,85,1900
Prahran,h,780000,48,1900
Prahran,t,1190000,,
Prahran,h,1170000,,
Prahran,u,660000,,
Preston,h,920000,93,1950
Preston,h,1115000,129,1960
Preston,u,550000,,2012
Preston,h,1171000,186,1930
Preston,h,1060000,192,1940
Preston,h,996000,,
Preston,h,617500,81,1985
Reservoir,h,817000,,
Reservoir,t,575000,102,2015
Reservoir,h,635000,147,2009
Reservoir,u,470000,,2007
Reservoir,h,700000,,
Reservoir,h,860000,136,1950
Richmond,h,1000000,,
Richmond,h,1250000,,
Richmond,h,1280000,,
Richmond,u,615000,86,2005
Richmond,u,314000,37,1970
Richmond,h,1341000,87,1890
Ringwood,h,930000,,
Ringwood East,u,609000,70,1970
Ringwood North,h,1085000,,
Rosanna,h,1100000,212,1985
Rosanna,h,1185000,,
Roxburgh Park,h,500000,,2006
Sandringham,u,630000,,
Sandringham,u,760000,82,1970
Sandringham,h,2100000,,1945
Seaford,h,795000,158,1960
Seddon,h,1315000,,1950
Seddon,h,830000,91,1910
Seddon,h,940000,94,1910
Silvan,h,1085000,,
South Kingsville,h,835000,,
South Melbourne,h,807500,,1900
South Melbourne,h,4100000,,
South Yarra,u,1430000,,1996
South Yarra,h,2920000,254,1920
South Yarra,u,400000,43,1950
Southbank,u,600000,78,
Southbank,u,600000,80,1993
Spotswood,h,1300000,,
Spotswood,h,1000000,,
St Albans,h,650000,,
St Albans,h,565000,,
St Helena,h,1387000,370,2005
St Kilda,u,480000,64,1930
St Kilda,u,730000,,
Sunbury,h,535000,155,1970
Sunshine,h,865000,,
Sunshine,h,1070000,198,1940
Sunshine,u,245000,,
Sunshine North,h,750000,113,1955
Sunshine North,h,632000,121,1950
Sunshine North,h,905000,,
Surrey Hills,h,2505000,266.53,1927
Surrey Hills,h,1785000,120,1910
Surrey Hills,h,1580000,,
Surrey Hills,h,1620000,,
Taylors Hill,h,645000,,
Taylors Lakes,h,1300000,,
Templestowe Lower,h,1381000,,
Templestowe Lower,h,1225000,,1980
Templestowe Lower,h,1375000,240,1950
Thomastown,h,705000,,1975
Thomastown,h,550000,,
Thomastown,h,630000,,
Thomastown,h,740000,109,1952
Thornbury,u,745000,70,1975
Thornbury,h,1225000,90,1920
Thornbury,h,1400000,,
Truganina,u,390000,138,2008
Tullamarine,t,555000,,
Tullamarine,h,695000,121,1980
Upwey,h,575000,,
Viewbank,h,870000,151,2000
Warrandyte,h,1050000,,
Watsonia North,h,710000,145,1960
Watsonia North,h,705000,,
Werribee,h,570000,113,1960
Werribee,h,372000,,
West Footscray,u,597000,120,1995
West Melbourne,u,660000,91,1993
Westmeadows,t,500000,,2012
Westmeadows,h,560000,,
Wheelers Hill,h,1200000,,
Wheelers Hill,h,1223000,,
Wheelers Hill,h,1035000,,
Williamstown,h,1367000,,
Williamstown,u,880000,78.54,2000
Williamstown North,h,862000,85.35,1940
Wollert,h,595000,370,2012
Yarraville,h,1190000,,
Yarraville,u,709500,80,1970
Abbotsford,u,550000,,
Airport West,u,670000,153,2000
Albert Park,h,3560000,,
Altona North,h,1500000,,
Altona North,h,1030000,,
Ascot Vale,h,1130000,,
Avondale Heights,h,820000,,
Avondale Heights,h,680000,,
Avondale Heights,h,720000,110,1965
Avondale Heights,h,1107500,190,2014
Bacchus Marsh,h,285000,,
Balaclava,u,328500,,
Balwyn North,t,1575000,,2007
Bayswater,h,900000,,
Bayswater,u,520000,69,1975
Bentleigh,u,380000,62,2011
Berwick,h,920000,352,2014
Berwick,h,950000,391,2007
Blackburn,u,485000,55,1960
Blackburn South,h,1291000,127,1970
Boronia,h,775000,131,1970
Boronia,h,820000,200,1975
Box Hill,h,2285000,,
Braybrook,h,797000,110,1960
Braybrook,h,760000,,
Braybrook,h,590000,74,1950
Brighton,u,1180000,,2011
Brighton East,u,585000,82,1950
Brighton East,h,1580000,165,1970
Broadmeadows,h,460000,,
Broadmeadows,h,386000,71,1965
Brooklyn,u,515000,140,2012
Brunswick,h,1515000,194,1890
Brunswick,h,1037000,101,1996
Brunswick,h,1100000,,
Brunswick East,h,1330000,190,1890
Brunswick East,t,937000,121.8,2000
Brunswick East,u,290000,41,2012
Bundoora,h,730000,101,1960
Bundoora,h,660000,119,1970
Burwood,h,1530000,,
Burwood East,h,1150000,140,1965
Burwood East,h,1600000,260,2007
Cairnlea,h,636000,,2000
Camberwell,u,755000,82.6,1960
Camberwell,h,2200000,,
Carnegie,h,1530000,,
Carnegie,u,750000,85,1970
Carnegie,u,286000,45,1960
Carnegie,u,580010,72,1970
Carnegie,t,1250000,223,2005
Caroline Springs,t,430000,,2010
Caroline Springs,t,360000,136.49,2009
Caroline Springs,h,740000,222,2008
Carrum Downs,h,647000,204,2002
Caulfield South,u,636500,,1970
Chadstone,t,930000,127,2011
Clayton,h,1018000,,
Coburg,h,760000,105,1920
Coburg,t,876000,100,2014
Coburg North,h,867000,,
Collingwood,u,365000,46,1960
Collingwood,h,1297000,137,1890
Coolaroo,h,515000,,
Cranbourne North,h,670000,,
Croydon,h,865000,200,1975
Croydon,h,760000,140,1960
Croydon,h,725000,105,1980
Croydon,t,480000,,
Croydon,h,1120000,228,2008
Dandenong North,h,465000,,
Dandenong North,h,614000,,
Dandenong North,h,930000,200,1980
Deer Park,h,557000,148,1985
Deer Park,h,650000,135,1955
Derrimut,h,750000,,
Dingley Village,h,806000,134,1968
Dingley Village,h,892000,,
Doncaster,h,1345000,,
Doncaster,h,1430000,,
Doncaster,h,1663000,250,1982
Doncaster East,h,1310000,200,1970
Doncaster East,h,1530000,160,1978
Doncaster East,h,1390000,,
Doncaster East,h,1423000,,
Donvale,t,630000,100,2000
Eaglemont,h,1300000,138,1950
Edithvale,h,1260000,178,1960
Eltham,h,655000,108,2009
Eltham North,h,792000,,
Elwood,u,435000,44,2009
Elwood,u,350000,,1960
Epping,h,490000,155,2012
Epping,h,490000,,
Epping,u,392250,101,
Epping,h,417500,102,2000
Essendon,h,1000000,169,
Essendon,u,310000,,
Essendon,h,1398000,182,1960
Ferntree Gully,t,664000,138,2010
Ferntree Gully,t,1900000,502,
Fitzroy,u,790000,75,1930
Fitzroy,u,830000,84,2011
Fitzroy,u,456000,51,2011
Flemington,h,1000000,,
Footscray,t,800000,,
Frankston,h,565000,155,1980
Frankston South,h,810000,118,1960
Gladstone Park,h,749000,160,1970
Glen Iris,u,260000,38,1950
Glen Iris,u,330000,44,1960
Glen Iris,u,501000,77,1960
Glen Waverley,h,1908000,,
Glen Waverley,h,1070000,116,1970
Glenroy,h,700000,82,1950
Glenroy,h,805000,,
Glenroy,h,721000,,
Glenroy,t,400000,70,2012
Glenroy,h,675000,99,2011
Glenroy,t,656000,,2003
Greensborough,h,866000,147,1980
Greensborough,h,1028000,,
Greenvale,h,783000,,
Greenvale,h,800000,332,2008
Hadfield,h,735000,122,1950
Hadfield,t,595000,111,2005
Hadfield,t,539000,,
Hallam,h,1300000,,
Hampton,u,580000,,2012
Hampton East,t,771000,99,1992
Hampton Park,h,622000,,1989
Hampton Park,h,400000,98,1998
Hawthorn,u,455000,49,1960
Hawthorn East,u,615888,73,1970
Heidelberg,h,1430000,,
Heidelberg,u,534000,,
Heidelberg West,h,575500,,
Heidelberg West,h,600000,,
Heidelberg West,u,445000,,
Highett,h,1430000,,
Highett,h,1820000,680,2006
Hillside,h,660000,,
Hughesdale,h,1475000,157,1920
Ivanhoe,h,2100000,222,1960
Ivanhoe,h,1510000,,
Ivanhoe,u,880000,,
Ivanhoe,h,1320000,114,1920
Jacana,h,575500,98,1960
Keilor,h,775000,,
Keilor,h,635000,138,1975
Keilor Downs,h,675000,,
Keilor Downs,h,620000,100,1985
Keilor East,h,1005000,176,1970
Keilor East,t,710000,,
Keilor Park,h,700000,130,1970
Keilor Park,h,635000,,2002
Kensington,u,438000,,
Kensington,u,710000,132,
Kensington,u,390000,60,2000
Kew,t,1205000,,
Kew,h,1410000,113,1930
Kew,u,520000,,
Kilsyth,h,811000,,1957
Lalor,h,710500,120,1975
Lalor,h,752000,102,1950
Lalor,h,622000,113,1970
Maidstone,t,650000,128,2016
Maidstone,u,435000,96,2017
Maidstone,h,876000,,
Malvern,u,338000,,1970
Maribyrnong,h,1340000,155,1920
Meadow Heights,h,450000,96,1970
Meadow Heights,h,440000,112,1992
Melbourne,u,1075000,,
Melton,h,550000,194,1970
Melton,h,373500,118,1980
Melton South,h,280500,,1990
Mentone,u,640000,72,1972
Mentone,h,1322000,,
Mentone,t,940000,157.9352,1989
Mill Park,h,767500,,
Mill Park,h,705000,,
Mill Park,h,705000,161,1970
Mill Park,h,790000,186,1990
Mill Park,h,676000,,
Mill Park,h,704500,130,1970
Mill Park,h,550000,175,1970
Mill Park,h,598000,122,1990
Mill Park,h,592000,128,1992
Mill Park,h,602000,136,1977
Mitcham,h,1095000,,
Mitcham,h,480000,,2006
Montrose,h,735000,160,1980
Moonee Ponds,h,1425500,190,
Moonee Ponds,h,1320000,,
Moonee Ponds,h,1270000,152,1925
Mooroolbark,h,650000,126.8,1976
Mordialloc,h,1400000,313,2007
Mordialloc,t,1627000,233,2007
Mount Waverley,h,1150000,,
Mount Waverley,t,1375000,,
Mount Waverley,h,850000,,
Mount Waverley,h,1850000,153,1960
Mulgrave,h,1016000,,
Mulgrave,h,992000,,
Murrumbeena,h,1820000,265,1915
Murrumbeena,h,1620000,,
Newport,h,1000000,,
Noble Park,h,650000,,
North Melbourne,u,785000,95,2008
North Melbourne,u,620000,,
Nunawading,h,1040000,,
Nunawading,u,676000,84,1970
Nunawading,h,1002000,143,1960
Nunawading,t,1175000,170,2011
Oakleigh,h,1365000,,1960
Oakleigh East,h,875000,144,2006
Oakleigh South,h,880000,,
Oakleigh South,h,1150000,,
Oakleigh South,u,774000,147,2000
Oakleigh South,h,1122000,,
Ormond,u,327000,32,1960
Ormond,h,1900000,210,1920
Parkdale,h,2185000,213,2010
Parkville,t,800000,,
Pascoe Vale,h,1210000,226,2012
Port Melbourne,u,635000,,
Prahran,u,1003000,,2003
Preston,h,820000,,
Preston,h,1150000,,
Reservoir,h,925000,,1940
Reservoir,h,526250,,
Reservoir,h,351000,63,1950
Reservoir,h,760000,,
Reservoir,h,690000,,1960
Richmond,u,715000,,
Richmond,u,630000,,1970
Richmond,h,1200000,,
Ringwood,h,1725000,310,2002
Ringwood,h,633000,95,2005
Ringwood East,h,1090000,115,1950
Rowville,h,936000,190,1980
Rowville,h,860000,220,2001
Sandringham,h,850000,327,2017
Scoresby,h,1000000,,
Seabrook,h,640000,,1990
Seaford,h,800000,207,1969
South Melbourne,h,1720000,137,1998
South Morang,h,690000,196,2005
South Morang,h,875000,332,2004
South Morang,t,420000,101,2011
South Morang,h,677500,195,2005
South Yarra,u,600000,62,1972
South Yarra,u,762500,79,2003
South Yarra,h,1855500,216,1880
Spotswood,h,802000,100.6,1900
Springvale,h,1016000,,
St Albans,h,600000,,
St Albans,h,631000,158,1970
St Albans,h,711100,,
St Albans,h,582000,94,1960
St Albans,h,730000,,
St Kilda,u,468000,55,2000
St Kilda,u,470000,44.4,2009
Strathmore,h,1140000,,2005
Strathmore,u,750000,94,1970
Sunbury,h,487000,,
Sunbury,h,410000,164,1986
Sunbury,h,512500,139,1960
Sunshine,h,830500,111,1950
Sunshine North,u,429000,,
Sunshine West,h,551000,105,1974
Sunshine West,h,450000,104,1970
Surrey Hills,t,781000,,
Tarneit,h,586000,,2012
Tarneit,h,496000,,2008
Templestowe,h,1280000,,
Templestowe,h,1635000,215,1985
Templestowe,t,795000,,
Templestowe Lower,h,1138000,184,1970
The Basin,h,477000,102,1960
Thomastown,h,605000,114,1975
Thomastown,h,610000,131,1970
Thomastown,h,580000,140,1975
Thornbury,u,415000,39,1970
Thornbury,h,905000,100,1960
Toorak,u,725000,,
Toorak,u,577000,,1970
Truganina,h,451000,134,2010
Truganina,u,453350,,
Tullamarine,h,895000,267,1999
Tullamarine,h,586000,158,1975
Wantirna South,u,570000,,2000
Wantirna South,h,778000,,2012
Wantirna South,h,1055000,203,1997
Watsonia North,h,790000,,
Werribee,h,514000,,2000
Werribee,h,529000,143,1980
Werribee,h,484000,100,1960
West Melbourne,u,670000,90,1996
West Melbourne,u,510000,66,2007
Westmeadows,h,410000,107,1970
Westmeadows,h,675000,,
Williamstown,h,1200000,,
Williamstown,u,650000,,
Windsor,u,410000,51,1960
Wyndham Vale,h,478000,151.54,2008
Yallambie,h,743500,,
Yarraville,h,1285000,124,1900
Yarraville,u,440000,,
Abbotsford,h,1635000,130,1880
Abbotsford,h,940000,,
Abbotsford,h,1375000,,
Abbotsford,t,1525000,,
Aberfeldie,h,1380000,,
Airport West,u,700000,,
Airport West,t,950000,,
Albanvale,u,415000,,
Alphington,h,1625000,,
Altona,h,1225000,132,1970
Altona,u,660000,,
Altona,u,767000,132,2005
Altona Meadows,h,810000,180.9,1989
Armadale,h,1480000,,1925
Armadale,u,821000,75,2006
Ascot Vale,h,1250000,,
Ashburton,t,1520000,190,2012
Ashburton,h,2299500,230,1940
Aspendale Gardens,h,951000,,
Balaclava,u,700000,,
Balwyn,u,614000,,
Balwyn,h,2360000,214,1926
Balwyn,h,1750000,,
Balwyn North,h,1460000,185,1955
Balwyn North,h,1360000,,
Balwyn North,h,1739000,,
Bayswater,h,720000,,
Beaumaris,h,1780000,,
Beaumaris,h,1611000,,
Bellfield,h,1006000,,
Bentleigh,h,1700000,,2014
Bentleigh,t,1280000,200,2014
Bentleigh,t,1750000,262,2013
Bentleigh East,h,1175000,,
Bentleigh East,h,1290000,,
Berwick,h,683000,185,
Black Rock,h,1730000,,
Blackburn,h,1100000,124,1957
Blackburn North,h,1250000,161,1965
Blackburn South,h,1246000,,
Boronia,t,740000,,
Box Hill,h,1525000,,
Box Hill,t,730000,,2012
Briar Hill,h,830000,183,1962
Brighton,h,3000000,826.8367,
Brighton,h,1900000,,
Brighton,u,1296000,,
Brighton,h,4050000,465,2011
Brighton,h,2210000,175,1908
Brighton East,h,1655000,,
Brighton East,h,2000000,,
Brighton East,h,2150000,,
Brighton East,h,1680000,181,1920
Brighton East,u,890000,106,1970
Broadmeadows,h,616000,,
Broadmeadows,h,632000,100,1960
Brunswick,h,1310000,91,1910
Brunswick East,h,1615000,,
Brunswick West,h,1500000,256,1997
Bulleen,h,1751000,320,1998
Bulleen,h,1200000,,
Bulleen,h,1580000,,
Bullengarook,h,535000,,
Bundoora,t,685000,152,1990
Bundoora,h,685000,,
Bundoora,h,725000,130,1980
Bundoora,t,505000,90,1995
Bundoora,h,1300000,,
Bundoora,h,1253000,366,2000
Burwood,h,1170000,,
Burwood,h,1390000,196,1950
Burwood,h,1471000,,
Burwood East,u,746000,,
Cairnlea,h,560000,,
Camberwell,h,1650000,,
Camberwell,u,881000,,
Camberwell,h,3190000,,
Canterbury,h,2100000,,
Canterbury,h,2725000,275,2006
Canterbury,h,3250000,,
Carnegie,h,1370000,,
Caroline Springs,h,870000,307,2012
Carrum,u,687500,,
Carrum Downs,h,552500,147,1988
Caulfield,h,1070000,,
Caulfield North,h,1925000,176,1900
Chadstone,h,995000,131,1960
Chadstone,h,1310000,,2000
Cheltenham,h,1275000,,1960
